restaurant,cuisine_type,location,price_level,rating,review_count
Ying Her Kopitiam,"Fast food,Asian,Street Food,Chinese","104 E Jalan Macalister, George Town, Penang Island 10400 Malaysia",,5,2
Restoran Kimberly,"Chinese,Asian,Malaysian","137 Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",1,3.5,18
Black Door Coffee,"American,Cafe,Asian","Jalan Mahsuri 72-1-05, Arena curve, Bandar Sunway Tunas, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,10
AK Satay,"Asian,Indonesian,Singaporean,Chinese","67B Lebuh Presgrave, George Town, Penang Island 10300 Malaysia",,5,2
Lye Lee Kopitian,Chinese,,,,0
Wakao Penang,Chinese,,,,0
Gelaihh Cafe,"Malaysian,Asian","31-1-5 The CEO, Bayan Lepas, Penang Island Malaysia",,4.5,3
Teddy Wheel Cake,Asian,"266, Lebuh Pantai, George Town, Penang Island 10300 Malaysia",,4.5,2
Town Steamboat Restaurant,"Asian,Malaysian","63 Macalister Road, George Town, Penang Island Malaysia",1,3.5,16
Kakiyuki,"Korean,Fusion,Asian","160 Macalister Road, George Town, Penang Island 11400 Malaysia",,4.5,2
Queensbay Hong Kong Kim Gary Restaurant,"Chinese,Asian","No. Lot 1f-99 & 1f-K2 First Floor, Queensbay Mall, Penang., Bayan Lepas, Penang Island 11900 Malaysia",2,3.5,18
The Golden Triangle,"Thai,Indonesian,Asian","1808 ????? 1809, Jalan Perusahaan, George Town, Penang Island 13600 Malaysia",,3.5,7
Claypot King JI Bao Wang,Chinese,"32 Jalan Larut, George Town, Penang Island 10050 Malaysia",1,4.5,3
Imperial Chinese Cuisine,Chinese,"33-SB-01 Prangin Mall Jalan Dr. Lim Chwee Leong, Penang Island 10100 Malaysia",2,4,5
Wahong Cafe,Asian,"3 Lorong Kampung Jawa, Bayan Lepas, Penang Island 11900 Malaysia",1,4,4
Calefe Hauz Gastro Cafe,Fusion,"51 Gat Jalan Perangin, George Town, Penang Island 10300 Malaysia",,4,6
Le Toma Cuisine,European,"9-1-18 Jalan Van Praagh Taman Kheng Tian, Jelutong, Penang Island 11600 Malaysia",1,5,2
Nooodles Corner Penang,,,1,,0
JAMMIN,"Spanish,Barbecue","5 Pengkalan Weld, George Town, Penang Island 10300 Malaysia",,4.5,3
Charcoal House,"Cafe,Thai,Pub,Bar","103, Lebuh Victoria Charcoal House, George Town, Penang Island 10300 Malaysia",,4.5,2
Zarie Laksa House,"Soups,Malaysian,Asian","Perumahan 3 Jalan Sungai Emas, Batu Ferringhi, Penang Island 13600 Malaysia",,4,3
Nyonya Delights Cafe,Asian,,,,0
Nasi Kandar Ayam Bawang,Asian,"74-G-4, Jalan Tengah, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",,4.5,2
Shui Yuan Seafood Restaurant,Asian,,,,0
The Wooden Kitchen,Asian,,,,0
Mama's Vege,"Asian,Malaysianm,Chinese","170 Persiaran Gurney 3rd Floor, Gurney Plaza New Wing, Penang Island 10250 Malaysia",,4,3
Tiong Lor Bak Kut Teh,Chinese,,,,0
May Garden Palace,"Chinese,Asian,Cantonese","70, Penang Road, George Town, Penang Island Malaysia",2,3.5,28
Hau Hau Yu Restaurant,,,2,,0
Best Big Bowl Noodles Restaurant,"Asian,Malaysian,Chinese","47a, Lintang Angsana, Bandar Baru, Air Itam, Penang Island 11500 Malaysia",,4.5,2
Home Recipe,"Asian,Malaysian,International","Jalan Dr Lim Chwee Leong - Prangin Mall 3rd floor, Penang Island Malaysia",,3.5,10
Tims Shisha Cafe,Cafe,"The Palazzia, 97-1-20, Gelugor, Penang Island 11700 Malaysia",,5,2
Projek Nasi Lemak,,"498 Jalan Dato Keramat Solaria Square, Bayan Lepas, George Town, Penang Island 10150 Malaysia",1,4,5
Xuan Feng Restaurant,"Chinese,Japanese,Asian","No. Lot 1-1-23a, Elite Avenue Jalan Mayang Pasir 3, Bayan Lepas, Penang Island 11950 Malaysia",2,3.5,14
Boru,Japanese,"139 Jalan Masjid Kapitan Keling, Penang Island Malaysia",,4,3
Yakitori Tatsujin,"Barbecue,Japanese","66 Jalan Macalister, George Town, Penang Island 10400 Malaysia",,4.5,3
Swez Brasserie,"French,Japanese,International,Italian","Ground Floor, Eastin Hotel Penang, Penang Island Malaysia",,3.5,6
Rumah Makan Pusako,"Indonesian,Asian","10, Lebuh Tamil beside Chowrasta Market, George Town, Penang Island 10100 Malaysia",,5,1
The Wine Shop Tanjung,"American,Asian,Malaysian,Chinese","1k Jalan Sungai Kelian, Tanjung Bungah, Penang Island 11200 Malaysia",,5,1
Sebai Sebai Thai Restaurant,"Asian,Thai","No1,Lintang Batu,Greenlane, George Town, Penang Island Malaysia",2,3.5,15
Tong Seng Roasted House I-Santorini,Chinese,"Santorini, 8-G-01, I, Jalan Seri Tanjung Pinang 1 Seri Tanjung Pinang, Tanjung Tokong, Penang Island 10470 Malaysia",,5,1
Pulau Tikus Kitchen,"Chinese,Seafood,Asian","236, Jalan Burma, George Town, Penang Island 10350 Malaysia",1,5,3
Arashi Shabu Shabu,Soups,"Arashi Shabu Shabu Gurney Plaza Penang Lot 170-03-85, Level 3, Penang Island 10250 Malaysia",2,3.5,20
Bhai Biryani,"Asian,Diner,Middle Eastern,Indian","119 Lebuh King, George Town, Penang Island 10200 Malaysia",,4.5,3
Table Twenty-three,Indian,,,,0
cafe88,Chinese,"Cnr of Jalan Sri Bahari and Penang Rd Georgetown, Penang Island Malaysia",,4,3
Hachiba Izakaya,"Japanese Fusion,Japanese","Level 1, 32, Jalan Kelawai, Georgetown, George Town, Penang Island 10250 Malaysia",,5,2
Brew House Anson Cube,"Asian,Malaysian,Beer restaurants,European","Units 138-1-3&3A, Anson Cube Jalan Anson, Penang Island 10400 Malaysia",,4,2
Shang Place Restaurant,Chinese,"Block 303B-1-31 Jalan Sultan Azlan Shah, George Town, Penang Island 11900 Malaysia",,4,8
Coffee Signature Penang,"Italian,French,Cafe","9-LG-01 Jalan Ahmad Nor Pusat Perdagangan Nova, Jelutong, Penang Island 11600 Malaysia",2,4,3
Sea Palace Restaurant,"Seafood,Chinese","2-1-9, First Floor Bangunan Lip Sin Lebuh Pekaka 1 Sungai 2, Gelugor, Penang Island 11700 Malaysia",,3.5,7
Elementos Tapas And Lounge,"Bar,Cafe,Barbecue","533, Jalan C M Hashim, Tanjung Tokong Penang, Tanjung Bungah, Penang Island 11200 Malaysia",2,4.5,2
Jin Cafe,,,2,,0
Soon Chi Seafood Restaurant,"Seafood,Chinese","Studio 94 Taman Jawi Jalan Besar, Penang Island Malaysia",,4.5,3
Hungry Ranch,"Italian,American,Grill","31, Jalan Sungai Ujong, George Town, Penang Island 10100 Malaysia",1,5,4
Dong Guan Kopitam,Chinese,"16, Jalan Irrawaddi, George Town, Penang Island 10050 Malaysia",,5,2
Phaik Laksa,"Asian,Malaysian,Fast food","166, Jalan Seang Tek Opposite Anson Road Market, George Town, Penang Island 10400 Malaysia",,5,1
Gurney Food Hall,"Asian,Malaysian,Chinese","170 Persiaran Gurney Gurney Plaza, 4th Floor, Penang Island 10250 Malaysia",,5,1
Granny's Cottage a.k.a Wai Po Jia,"Chinese,Asian,Fusion","170-06-02, Plaza Gurney Persiaran Gurney, George Town, Penang Island 10250 Malaysia",1,3.5,5
Batu Kawan,"Malaysian,Asian","Batu Kawan, Penang Island Malaysia",,4.5,2
Dim Sum Valet,Asian,,,,0
Mak Ee Cafe,Cafe,"122-F Hutton Lane, George Town, Penang Island 10050 Malaysia",,4.5,2
Apa Nama Ni,"Asian,Malaysian","No.263, Beach Street, George Town, Penang Island 10300 Malaysia",1,5,1
Kwong Ban Lee Cafe,Chinese,"Jalan Chan Siew Teong, George Town, Penang Island 11200 Malaysia",,5,1
Village Kitchen,,"70-1-23, D'Piazza Mall, Jalan Mahsuri, Bayan Lepas, Penang Island 11900 Malaysia",1,4,4
Cube Coffee Tanjung Tokong Caltex,"Cafe,Asian","Jalan Tanjung Tokong, Tanjung Tokong, Penang Island 10470 Malaysia",1,4,2
101 Rojak,"Malaysian,Asian","Esplanade Food Court, George Town, Penang Island Malaysia",,5,1
Restoran Floating Seafood Paradise,Seafood,"Lot 2400 Jalan Bukit Tambun, Simpang Ampat, Penang Island 14110 Malaysia",,3.5,10
Tai Wah Cafe,Seafood,,,,0
BS Duck Boss,"Malaysian,Asian","5, Jalan Bukit Panchor, Taman Belatuk, Nibong Tebal, Penang Island 14300 Malaysia",,5,1
Arakawa Japanese Gastro & Bar,"Japanese,Bar,Pub","163D-1-31, Gurney Drive Gurney Paragon Mall, George Town, Penang Island 10250 Malaysia",2,4,2
Chill With Classic,"Bar,Cafe,Pub","199 Hutton Lane, George Town, Penang Island 10050 Malaysia",2,5,1
George: Booze & Bites,"American,Pizza,Fusion","183 Lebuh Victoria, Penang Island 10300 Malaysia",1,4,4
Medan Selera Tanjung Bunga,"Malaysian,Asian","Pesiaran Tanjung Bunga, Tanjung Bungah, Penang Island 11200 Malaysia",,4,2
Le Bread Days,Asian,,,,0
"BBQ, Great Taste, East Fresh",Asian,,,,0
Shanghai Ding House of Dumpling,Chinese,"Block H, 4/G, Persiaran Bayan Indah Bayan Bay 11900, Penang Island Malaysia",2,3.5,11
Wan Tan Mee House,Chinese,"327, Jalan Burmah Pulau Tikus, George Town, Penang Island 10350 Malaysia",,5,1
Micasa,"Bar,Cafe,Pub","90 Love Lane, George Town, Penang Island Malaysia",2,3.5,4
Pavilion,Chinese,"26 Lebuh Presgrave, George Town, Penang Island Malaysia",,4,6
Yoshinoya Hanamaru,"Japanese,Fast food,Asian","B1-37, Basement 1, 170 Gurney Plaza, George Town, Penang Island 10250 Malaysia",2,3,19
Nasi Campur Umi,,,2,,0
Gaya's Beach Side Bar & Restaurant,"International,Asian,Pub,Bar","527 Jalan Tanjung Bungah, Penang Island 11200 Malaysia",,3.5,20
Hokkien Mee,Chinese,"Corner Jalan Penang and Jalan Kampung Malabar, Penang Island Malaysia",1,3.5,11
Opera,,,1,,0
Restoran Yasmeen Nasi Kandar,Indian,"177 Jalan Penang, George Town, Penang Island 10000 Malaysia",1,3.5,7
Simply Delicious,"Malaysian,Asian","Red Garden Food Court Penang, Penang Island Malaysia",,4.5,3
Korean Cafe Shwimpyo,"Korean,Asian","2-1-14, Plaza Ivory, Halaman Bukit Gambir, Sunway Bukit Gambier, Gelugor, Penang Island 11700 Malaysia",,5,1
Kek Lok Si Vegetarian Restaurant,,"Jalan Rambutan Ayer Itam, Penang Island 11500 Malaysia",2,3.5,6
Ki No Me,Japanese,"5 Tingkat Mahsuri 2-1-12 Terrace Plus, The One, Penang Island 11950 Malaysia",,5,2
Rooster Roast,"Philippine,Asian,Healthy","Level 5, Gurney Paragon Mall, Gurney drive 10250 Penang Lot 18 & 19 Just Food, George Town, Penang Island 10250 Malaysia",1,4,2
Jung Won Korean BBQ Buffet,,,1,,0
Love Bites,Healthy,"11 Nagore Road, Penang Island Malaysia",,4,5
North East China Crusine,Chinese,"292 Burmah Road, Penang Island Malaysia",2,3.5,8
kkang tong korean grill buffet,"Asian,Korean","2-D, Jalan Tanjung Bungah, Penang Island Malaysia",2,3.5,7
Elmondo Italian Western Cuisine,Italian,"Lebuh Tunku Kudin 2 1-1-3 E-Gate, Gelugor, Penang Island 11700 Malaysia",,4,2
Aris cheese naan,Asian,"2-1-23A plaza ivory, halaman bukit gambir, Penang Island Malaysia",,4,2
Old Town White Coffee,"Cafe,Street Food,Chinese","100 Persiaran Bayan Indah Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,4,2
Hollywood Restaurant,"Chinese,Seafood,Asian","543 Jalan Tanjung Bungah, George Town, Penang Island 11200 Malaysia",2,3,30
BLOK5 Food.Drink,"Italian,European,Asian","Blok5 Flat Jalan Tengah Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,4,2
Huey&Wah Snack Bar,,"139 Lebuh Carnarvon Armenian Street Heritage Hotel, George Town, Penang Island 10200 Malaysia",1,4.5,2
Golden Bowl,"American,Asian","9 Medan Penaga Jelutong, George Town, Penang Island 11600 Malaysia",1,4,2
Baskin-Robbins,,,1,,0
MingYuan Seafood Steamboat,"Malaysian,Asian","2-1-01 Jalan Tingkat Mahsuri 1-Square, Bayan Lepas, Penang Island 11950 Malaysia",,4,4
Nagomi_Penang,Japanese,"Block 2-01-02, Udini Square, Lebuh Tunku Kudin 3, George Town, Penang Island 11700 Malaysia",,4,1
Berlin's Bier Houz,German,"G-1-1, Bay Avenue Lorong Bayan Indah 1, Penang Island 11900 Malaysia",,3.5,3
Pentagon 5,"International,Italian","Seri Tanjung Pinang, Tanjung Tokong, Penang Island 10470 Malaysia",,4,2
Sae Ma Eul BBQ,"Korean,Asian","29D-3-8, Automall, Maritime Piazza, Penang Island Malaysia",,3.5,4
The Kazan by The Volcano,"Japanese,Cafe,Fusion","56, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,5,2
Peppermint Nagore Square,"Healthy,Hawaiian,Japanese Fusion,Fusion","87, Jalan Nagorr Nagore Square, George Town, Penang Island 10050 Malaysia",,5,1
Mr. Nyonya,"European,Asian,Street Food","121, Lebuh Campbell, Lebuh McNair, George Town, Penang Island 10300 Malaysia",2,5,1
Kafe Segara,Thai,"255 Lebuh Kimberly, George Town, Penang Island 10100 Malaysia",1,5,1
Hock Leong Yen Cafe,"Indian,Chinese","56, Lebuh China, Penang Island 10200 Malaysia",,5,1
PBC Coffee,"Brazilian,African,Cafe","King Edward Place Lot 20 Swettenham Pier Cruise Terminal 1, George Town, Penang Island 10300 Malaysia",1,5,1
SoHo Freehouse,"Bar,Asian,British","42 Penang Road Georgetown, Penang Island Malaysia",2,3.5,13
Cozy In The Rocket,"Italian,Cafe","262 & 264 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",2,3,51
Khun Nak Cuisine,Thai,"2, Lebuh Carnarvon Georgetown UNESCO Historic Site, George Town, Penang Island 10100 Malaysia",,5,1
Warung Tok Mat Mee Udang,"Asian,Malaysian,Seafood","Jalan Kecil, Tanjung Bungah, Penang Island 11202 Malaysia",,5,1
8 Happiness Cafe,"Asian,Street Food,Malaysian","6, Lebuh Armenian, George Town, Penang Island 10200 Malaysia",1,,0
Heavenly Gourmet,"Asian,Malaysian,Chinese","96, Lebuh Armenian, George Town, Penang Island 10200 Malaysia",,5,1
Aboong,"Asian,Korean,Japanese","100 Persiaran Indah Lot 3F-09, Queensbay Mall, Bayan Lepas, Palau Pinang, George Town, Penang Island 11900 Malaysia",,4.5,2
Fryday,Japanese,,,,0
D'Hot Cafe Western & Roti Bakar,Southwestern,"8 Lorong Belatuk 3 Taman Bersatu, Nibong Tebal, Penang Island 14300 Malaysia",1,5,1
Passions of Spices,,,1,,0
Penang Bayan Tree,"Asian,Malaysian,Chinese","No.827-A,Mukim 13, Penang Island 11900 Malaysia",,5,1
Kooper,"Malaysian,Asian","64, MK13, Jalan Air Itam, Pinang George Town, Penang Island 11500 Malaysia",,5,1
Sukhothai at Queensbay Mall,Asian,,,,0
Komtar Coffee House,Asian,,,,0
Hong La Jiao Steamboat,Chinese,"190 Jalan Burma, George Town, Penang Island Malaysia",,4,4
Carrot Fish,"Asian,Fusion,Healthy","Jalan Burma New World Park, George Town, Penang Island 10050 Malaysia",1,3.5,7
De Yard cafe,British,"47 Jalan Masjid Kapitan Keling, George Town, Penang Island Malaysia",,4.5,2
Beng Chin Garden Foodcourt,British,,,,0
GT Hotpot Restaurant,British,,,,0
Long Cha Guan,British,,,,0
Little Hanoi,Vietnamese,"337K Jalan Perak, George Town, Penang Island 11600 Malaysia",,5,1
Toon Leong Coffee Shop,"Malaysian,Asian","84, Jalan Transfer, George Town, Penang Island Malaysia",,5,1
Restaurant,"Malaysian,Asian","Near Lebuh Bishop and Lebuh Pantai, Penang Island Malaysia",,4,3
Mekong Vietnamese Cuisinne,Asian,,,,0
Loo Kee Chicken Rice,"Chinese,Asian,Singaporean","180, Jalan Seang Tek, George Town, Penang Island 10400 Malaysia",1,3.5,3
AURA Steak House And The Wine Bar,"Steakhouse,Bar,Seafood,French","AURA Steak House And The Wine Bar 492 Beach Street, Penang Island 10300 Malaysia",,3.5,7
Chin Noay Cafe,"Asian,Malaysian,Chinese","Prangin Mall, George Town, Penang Island Malaysia",,5,1
MataMata,"American,Asian,Taiwanese","275 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",1,5,1
Wok Shop Cafe by WO,Cafe,"243, Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",1,5,1
Kittangi Restaurant,Indian,"103A, Penang Street, George Town, Penang Island Malaysia",,5,2
Nyonya House - McNair Restaurants,Asian,"166 Lebuh McNair, George Town, Penang Island 10300 Malaysia",2,4,5
Georgetown Sake Bar by Museum Hotel,"Japanese,Bar,Cafe","76 Jalan A.S Mansoor Museum Hotel, George Town, Penang Island 10050 Malaysia",1,5,1
Nippon Yataimura Japanese Restaurant,Japanese,"Lg-83A, Queensbay Mall, 100, Persiaran Bayan Indah, Bayan Lepas, Penang Island 69639 Malaysia",2,3.5,7
Penang Bamboo Briyani,"Asian,Malaysian,Indian","Jalan Pantai Jerjak 15, Bayan Lepas, Penang Island 11700 Malaysia",,5,1
Sri Ananda Bahwan (Pure Vegetarian),"Indian,Vegetarian Friendly","25 Lebuh Penang, George Town, Penang Island 10200 Malaysia",1,3.5,16
Naina's Roti Bakar,,,1,,0
Southbay Nasi Kandar,"Indian,Asian,Middle Eastern","Southbay Plaza L3A-21, Changkat Batu Maung 1, Bayan Lepas, Penang Island 11960 Malaysia",1,5,1
Frank Laurent Coffee Roasters,,,1,,0
Noble Experiment,"American,Bar,Asian","6 & 8 LEBUH LEMBAH PERMAI 4 Tanjung Bungah, Penang Island 11200 Malaysia",1,4.5,3
RASTA Sungai Batu,Fast food,"Jalan Teluk Kumbar Sungai Batu, Teluk Kumbar, Penang Island 11920 Malaysia",,5,1
Taste Cafe,International,"168A Persiaran Gurney, Penang Island 10250 Malaysia",,5,1
Mary's Tacos,International,,,,0
Wholly Cow,Asian,"108, Jalan Burma, George Town, Penang Island 10050 Malaysia",,5,1
Underground Food City,Asian,,,,0
Shuan Shuan Le Hot Pot,Asian,,,,0
Kapitan Tandoori House,"Asian,Malaysian,Indian","R-01-05 Persiaran Kelicap Serial Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,3,6
Arabica eSpress,Cafe,"141 139, Beach Street Heritage Food Paradise, George Town, Penang Island 10200 Malaysia",1,5,1
Y Food Box Signature,"Malaysian,Asian","63 Persiaran Gurney, George Town, Penang Island 10250 Malaysia",,5,1
Ah Gu Pan Mee,Chinese,"97, Lorong Selamat, George Town, Penang Island 10400 Malaysia",2,3.5,6
Yok Fong Cafe,,,2,,0
Jo Re Me,"Asian,Malaysian,European","Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",,5,1
Kafe Alaf Sejahtera,"Asian,Malaysian","Kafe Alaf Sejahtera 123 Jalan Hassan Abas Teluk Bahang, Penang Island 11050 Malaysia",1,4,5
Tambun Hai,,,1,,0
"De Yard Cafe, Penang","Fusion,British","55 Jalan Masjid, George Town, Penang Island 10200 Malaysia",,5,2
Ikea,"Swedish,European","Bandar Cassia, Simpang Ampat, Penang Island Malaysia",,3.5,3
Draw N Go Cafe,"Italian,Mexican,Steakhouse","32, Tingkat Tembaga, Greenlane Jelutong, Penang Island 11600 Malaysia",2,3,2
NSN Kopitiam,,,2,,0
TRAFFIC Kitchen + Bar,"Cafe,Contemporary,Pub,Bar","368-1-1 , Bellisa Row , Jalan Burmah, Penang Island 10350 Malaysia",,5,1
Forever Fresh Food Corner,"Malaysian,Asian","Prangin Mall, 3/F,, George Town, Penang Island Malaysia",,3.5,6
Motown Marley Cafe,Fusion,"No. 147 Jalan Masjid, George Town, Penang Island 10200 Malaysia",1,3.5,3
Coffee Garden Delights,,,1,,0
Azlan Tom Yam & Ikan Bakar,,,1,,0
The Cruises Steak House,Steakhouse,"8 Bishop Street, George Town, Penang Island Malaysia",2,3,33
Durian Haven,"Malaysian,Asian","100 Persiaran Bayan Indah Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,4,2
Amoi Restaurant,Halal,"Amoi Restaurant Amoi Restaurant No. 18 Lebuh Dickens, Penang Island 10050 Malaysia",,4,2
Kang Beef House,Chinese,"474 Jalan Jelutong Jelutong, Penang Island Malaysia",,4,4
Nazarani Bistro,Chinese,,,,0
Swensens,Fast food,"Bandaraya Georgetown, George Town, Penang Island Malaysia",,4,2
Restoran Ali Selamat,Fast food,,,,0
The One Noodles Restaurant,"Asian,Chinese","Jalan Mayang Pasir 3 Elit Avenue, Penang Island 11950 Malaysia",,4,2
Xuan Xin Restaurant,Chinese,"2F-02, North Zone, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,3
Meena Cafe,Indian,"No. 118 Penang Street, George Town, Penang Island 10200 Malaysia",,5,1
Uptown Restaurant,Seafood,"2C Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",,4,2
Luxe18,"Chinese,Steakhouse","2-1-6 & 2-2-6 4 Tingkat Mahsuri The One Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,4.5,2
Crave Georgetown,"Asian,British,Pub,Indian","31 Jalan Gurdwara, George Town, Penang Island 10150 Malaysia",,5,1
Japin,"Japanese,Asian","182 Jalan Magazine No.4-15, 4TH Floor, 1ST Avenue Mall, George Town, Penang Island 10300 Malaysia",2,3,17
Caffe Hanakomichi Farlim,,,2,,0
Joe's Burger,"Malaysian,Asian","Joe's Burger 1228-A Jalan Paya Terubong Paya Terubong, Penang Island 11060 Malaysia",,5,1
Nibong Tebal Curry Prawn,"Seafood,Asian,Malaysian,Chinese","1047, Tanjong Berembang, Nibong Tebal, Penang Island 14310 Malaysia",,3.5,3
Pusako,"American,Asian,Indonesian","Lebuh Tamil, George Town, Penang Island Malaysia",1,4,4
Kwan Vegetarian Little Kitchen,Healthy,"113 Jalan Kedah, George Town, Penang Island 10050 Malaysia",,4,2
Idealite,,"Lebuh Tunku Kudin 2 Lot 1-01-05, Ground Floor, egate, Penang Island 11700 Malaysia",2,3.5,3
Half Acre Restaurant,Chinese,"Jalan Sri Tanjung, Balik Pulau, Penang Island 10470 Malaysia",2,3.5,14
Ke Yun Lai Kitchen,,,2,,0
Fo Guang Vegetarian,"Vegetarian Friendly,Asian","11 Kuantan Road Georgetown, Penang Island Malaysia",,4,2
Uncle John Kitchen and Bar,"Chinese,American,Italian","D-11, 1, Lorong Bayan Indah 2, Bay Avenue, Bayan Lepas,, Penang Island 11900 Malaysia",,3.5,2
Big Crab Street Food,"Japanese,Asian,Malaysian,Chinese","28 Jalan Perusahaan Jelutong 2 Fortune Park, Penang Island 11600 Malaysia",,4,1
The Boulevard,"French,British,Wine Bar","New World Park, Penang Island Malaysia",3,4,4
Souper Tang,Chinese,"170 Persiaran Gurney Gurney Plaza, George Town, Penang Island 10250 Malaysia",,3.5,6
Island Problems,"Asian,Thai,Japanese Fusion,Japanese","161, Lebuh Campbell, Penang Island 10100 Malaysia",,4,1
Mama Kim Wellness Kitchen,"Asian,Healthy,Soups,Chinese","Golden View Services Apartment, Ground Floor, No 2, Jalan Pantai Molek, Tanjung Tokong, Penang Island 10470 Malaysia",,4,2
BAKRI LAKSA,"Malaysian,Asian","4, Batu 1 3, 307, Jalan Bakri, Simpang Empat Nearby Mitsubishi Motors Muar 3s Centre, Simpang Ampat, Penang Island 84000 Malaysia",,4,1
Corner Club Restaurant,Chinese,"55 Gurney Drive, George Town, Penang Island Malaysia",,3.5,3
All Ban Korean Table,"Korean,Asian","Jalan Sultan Ahmad Shah Northam All Suite Hotel, George Town, Penang Island 10150 Malaysia",,5,1
262,"Cafe,Asian,Fusion","262 & 264, Beach Street, George Town, Penang Island 10300 Malaysia",1,4,1
Nak Thai Restaurant,Thai,"7, Persiaran Midlands, George Town, Penang Island 10250 Malaysia",1,4,1
Waw Deli,,"465 Jalan Burma Penang adventist hospital, George Town, Penang Island 10350 Malaysia",1,5,1
Chopper Board & 6 Cinnamon,,,1,,0
The Warung,Cafe,"145, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",,4,2
Mr.Flacko,Mexican,"8,Lorong Prangin, Georgetown, 10100 Pulau Pinang, George Town, Penang Island 10100 Malaysia",1,3.5,5
Gat Lebuh Presgrave Hokkien Mee Loh Mee,,"2, Gat Lebuh Presgrave, George Town, Penang Island 10300 Malaysia",1,4,1
Lau Hou Tang,"Asian,Chinese","Lot. 170-03-87/88/89 Persiaran Gurney, George Town, Penang Island 10250 Malaysia",,4,1
The Lighthouse Cafe,Chinese,,,,0
Cowboy Street Cafe,Chinese,"171B, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,4,1
Long Time Ago (Lamb BBQ Skewer),"Chinese,Barbecue","163D-1-01, Gurney Paragon Mall, Gurney Dr, George Town, Penang Island 10250 Malaysia",1,4,1
Ye Wei,Vietnamese,"Junction of Jalan Transfer & Jalan Hutton, George Town, Penang Island Malaysia",,3.5,4
Sugar Tang,"Asian,Korean,Japanese Fusion,Chinese","205, Lebuh Carnarvon, George Town, Penang Island 10100 Malaysia",,4.5,2
Kedai Kopi Fettes Park,"Asian,Street Food,Malaysian,Chinese","No 38 Jalan Fettes, Tanjung Tokong, Penang Island 11200 Malaysia",,3.5,3
Restoran Hup Kee,"Asian,Malaysian,Chinese","306H, Jalan Burma Pulau Tikus, George Town, Penang Island 10350 Malaysia",,4,1
Duo Fu Noodle House,Chinese,,,,0
Ruyi Delights,Chinese,,,,0
118 Cafe,Chinese,,,,0
Ben Tau Vietnamese Cuisine,Vietnamese,"5 Lebuh Union, George Town, Penang Island 10200 Malaysia",,5,1
"white beach restaurant Penang, Malaysia",Vietnamese,,,,0
Wunderbar,Asian,"1-11 Jalan Penang, Penang Island Malaysia",,4,2
Guangzhou Cake House,Chinese,"158, Lebuh Carnarvon, George Town, Penang Island 10450 Malaysia",,4,1
Char Ho Fun Corner,"Asian,Malaysian,Chinese","199, Lebuh Kimberley, George Town, Penang Island 10200 Malaysia",,4,1
Cafe Seow Fong Lye,"Malaysian,Asian","94 Lorong Macalister George Town, Penang Island Malaysia",,4.5,2
IPPUDO,Asian,,,,0
Hong Kee Ramen & Dumpling,Chinese,"34 Lebuh Campbell, George Town, Penang Island 10100 Malaysia",,,0
KO.B.Q,"Korean,Asian","Jalan Tanjong Tokong 10-C-18 & 10-C-19, Precinct 10, Tanjung Tokong, Penang Island 10470 Malaysia",,3.5,2
Jetty Lok Lok,Asian,,,,0
New Day Porridge,"Malaysian,Asian","119 Lorong Selamat, George Town, Penang Island 10400 Malaysia",,4,1
Hong Kee Restaurant,Chinese,"64, Campbell Street,, George Town, Penang Island 10100 Malaysia",,4,1
Kimberley Street Duck Kway Chap,Asian,"10100, 97-143, Lebuh Kimberley, Penang Island Malaysia",1,3,6
"Marshall""S",,,1,,0
Yellow Lips Cafe & Bar,"Asian,Korean,Australian","Yellow Lips Cafe & Bar No 496 Lebuh Pantai, Penang Island 10300 Malaysia",2,3,26
Penang Original Bamboo Nasi Lemak,,,2,,0
Red Chef Sizzling House,,,2,,0
Shang Place,"Asian,Malaysian,Chinese","Jalan Sultan Azlan Blok303B-1-31, Krystal Point, Bayan Lepas, Penang Island Malaysia",,4,1
khayrat al-sham Restaurant,"Middle Eastern,Turkish","Palazzia 97 - G - 3 Jalan Bukit Gambir, Gelugor, Penang Island 11700 Malaysia",,5,1
Edgecumbe Retreat,"Healthy,Cafe","64 Jalan Edgecumbe 10250 Penang, Malaysia, George Town, Penang Island 10250 Malaysia",,4,2
